#        TCE       KIC PN       Period        Epoch        MES     Depth Duration  Rplanet   Rstar Tstar  logg          a RadRatio a/Rstar      SNR       Srad
#                               (Days)       (BKJD)                (ppm)  (Hours) (Rearth)  (Rsun)   (K) (cgs)       (AU)                             (Searth)
#          1         2  3            4            5          6         7        8        9      10    11    12         13      14       15       16         17
006280978-01 006280978 01 373.19383631 148.03899365     7.9883     497.6  24.6199    2.435   0.915  6241 4.506    1.00755 0.024388   52.01      8.4      1.121
006281040-01 006281040 01 358.43686883 163.40780675     7.8330    1086.0  20.6110    2.037   0.639  4315 4.624    0.84523 0.029212  132.04      8.4      0.178
006281127-01 006281127 01 378.82891039 501.61159157     7.8792     612.4  30.6988    3.664   0.965  6214 4.457    1.01549 0.034796   29.85      9.2      1.206
006281147-01 006281147 01 506.46409661 373.61687206    10.7071    1173.4  18.8515    4.513   0.685  5025 4.587    1.08357 0.060378   74.43     10.8      0.228
006284209-01 006284209 01   1.30555461 132.59206356     8.5857      21.6   4.0323    0.877   1.642  7317 4.195    0.02701 0.004893    1.49      6.6   9493.258
006284363-01 006284363 01   1.17352396 132.59233272     8.8432      35.1   3.7252    1.413   2.064  8749 4.119    0.02764 0.006276    1.43     11.0  29278.255
006284363-02 006284363 02   1.17344871 132.04143212    11.5324      28.7   5.9191    1.135   2.064  8749 4.119    0.02764 0.005040    1.58     12.1  29280.759
006286447-01 006286447 01 246.80371690 237.99667486     7.5949     888.8   8.1072    3.190   0.992  6170 4.472    0.78633 0.029467  168.73      9.1      2.067
006286606-01 006286606 01 601.75664683 373.37770651    10.1773    1423.5  10.6138    8.328   1.317  6519 4.255    1.45669 0.057950  161.62     11.2      1.323
006286633-01 006286633 01  91.82831568 166.78997990    15.3822      46.3   0.9739   10.443  12.868  5083 2.708    0.57990 0.007437  369.87     12.2    294.496
006286633-02 006286633 02 369.71344931 500.00415278    12.0076    2993.7   8.7298   80.750  12.868  5083 2.708    1.46762 0.057506  208.92     11.4     45.979
006286633-03 006286633 03 362.22167245 478.06142467    14.5458    3227.5   5.0236  136.454  12.868  5083 2.708    1.44773 0.097176  255.18     10.5     47.252
006286633-04 006286633 04 371.35951943 460.68883422    10.9881      99.0  12.5000   12.447  12.868  5083 2.708    1.47198 0.008864  227.84     -1.0     45.708
006286947-01 006286947 01   4.30230506 132.03106114    10.1571       5.1  16.0511    0.777   2.983  7608 3.812    0.06636 0.002386    1.32      9.3   6064.713
006286947-02 006286947 02 466.73187746 274.81773123    20.6578      66.8  35.9007    2.630   2.983  7608 3.812    1.50954 0.008081   69.31      8.9     11.722
006286947-03 006286947 03 538.08499307 158.96304566     8.6122      49.4  14.2326    2.362   2.983  7608 3.812    1.65971 0.007256  155.28      7.9      9.696
006286947-04 006286947 04   4.30215232 134.64844364     8.1367       5.9  25.0736    1.512   2.983  7608 3.812    0.06636 0.004645    1.01     10.0   6065.000
006287029-01 006287029 01 568.28791936 145.47814647     9.0671     202.3  14.6942    2.484   1.647  6181 3.986    1.32395 0.013823  226.39      9.6      2.024
006287169-01 006287169 01   1.18784687 132.36208535    10.6171      48.7   6.6489    0.665   0.927  5712 4.444    0.02097 0.006574    1.38     11.5   1863.887
006287517-01 006287517 01   1.73647005 131.69852618    11.4429      18.8   7.5988    1.166   2.016  7241 4.013    0.03257 0.005302    1.05      8.7   9437.548
006287517-02 006287517 02   1.85795448 131.60741358    10.2665      27.6   8.6012    1.237   2.016  7241 4.013    0.03407 0.005624    1.18     10.6   8623.869
006287517-03 006287517 03 321.18942155 313.33924066    10.9674     164.4  12.0605    2.802   2.016  7241 4.013    1.05730 0.012735  139.10      8.9      8.955
006287517-04 006287517 04  64.76432898 154.52617307     9.5995     152.9   8.2587    2.672   2.016  7241 4.013    0.36356 0.012147   43.65      8.5     75.736
006287517-05 006287517 05  87.96943637 184.05054581     8.7596     198.7  13.7778    3.192   2.016  7241 4.013    0.44591 0.014509   27.28      7.5     50.347
006287517-06 006287517 06 138.03362374 136.27281890     8.2951     149.8   7.8868    2.836   2.016  7241 4.013    0.60212 0.012889   65.15      7.3     27.612
006287517-07 006287517 07   6.28386278 136.55779595     8.9452     169.0   5.1421    4.906   2.016  7241 4.013    0.07677 0.022299    2.28      7.0   1698.687
006288034-01 006288034 01   6.42231677 131.86344504     9.1752      13.5  31.0371    0.529   1.345  6605 4.230    0.07025 0.003607    1.40      7.6    625.093
006288226-01 006288226 01 287.85787116 230.42200393     7.7374     785.1   6.9710    3.761   1.299  6412 4.341    0.94309 0.026532  276.76      6.7      2.873
006289081-01 006289081 01   4.08897580 135.51942047     9.1337       3.8  20.0774    0.550   2.449  8002 3.970    0.06350 0.002060    1.18      8.2   5464.222
006289081-02 006289081 02   4.09100455 132.94769820    12.6149       4.5  17.6975    0.564   2.449  8002 3.970    0.06352 0.002112    1.43     11.1   5460.609
006289257-01 006289257 01  19.67423294 136.57753648    13.2637      68.0  13.1589    0.935   1.031  6023 4.423    0.14392 0.008309    7.29     13.9     60.505
006289468-01 006289468 01   2.06172054 132.04524729    10.0175      24.7  16.2329    3.742   6.492  8173 3.281    0.04540 0.005282    1.04     10.4  81727.137
006290310-01 006290310 01 449.14404643 217.39750296     7.3156     270.9   5.0084    1.626   0.898  6290 4.527    1.14412 0.016598  438.41      6.5      0.864
006290377-01 006290377 01   3.41479287 133.09252379     9.7991      32.0  18.6032    0.643   1.130  6497 4.396    0.04663 0.005212    1.53      8.7    937.517
006290377-02 006290377 02 283.48563738 366.55082702    20.6132     146.6   6.6917    1.518   1.130  6497 4.396    0.88737 0.012311  195.95      4.4      2.589
006290377-03 006290377 03 129.57021613 132.64494735     9.5987     191.8   7.0825    1.716   1.130  6497 4.396    0.52653 0.013919   90.29      6.0      7.353
006290382-01 006290382 01   6.12808885 137.08912015    18.3633     278.6   1.5000    2.828   1.667  7245 4.158    0.07434 0.015548   31.55     -1.0   1241.380
006290382-02 006290382 02   0.62320878 131.77148076     9.3248      74.7   4.2174    1.463   1.667  7245 4.158    0.01620 0.008045    1.29      7.4  26151.317
006290382-03 006290382 03  73.82469264 158.03160698     7.8792    1558.5   1.6957    6.696   1.667  7245 4.158    0.39065 0.036812  340.95      8.8     44.951
006290411-01 006290411 01   1.72054379 132.88559080    11.1199      73.3   4.6460    2.233   2.249  7492 3.998    0.03442 0.009100    1.58     11.6  12051.953
006290411-02 006290411 02   1.72051873 132.02836696    10.2468      72.3   4.6419    2.173   2.249  7492 3.998    0.03442 0.008856    1.71     11.0  12052.187
006290648-01 006290648 01   1.60893419 131.53330755     9.0614      97.0   6.6904    1.924   1.922  7985 4.142    0.03310 0.009175    1.92      8.2  12277.556
006290648-02 006290648 02   1.60876909 132.36904538    10.2405     117.6  10.3524    2.126   1.922  7985 4.142    0.03310 0.010135    1.33     12.4  12279.236
006290676-01 006290676 01 447.96405509 373.08851943     7.4222     430.0  21.5033    1.454   0.680  5340 4.646    1.03960 0.019594  134.76      8.6      0.312
006290908-01 006290908 01  56.47554634 186.69567533     7.1634     154.7   2.1445    2.448   1.702  7278 4.132    0.32477 0.013178   95.35      7.3     69.040
006291033-01 006291033 01   3.70592408 133.19670901    16.9956      55.2  10.1619    0.904   1.034  6187 4.409    0.04688 0.008009    1.56     11.7    638.704
006291837-01 006291837 01  35.59750853 152.19911925    43.9181     381.9  10.0747    2.903   1.209  6212 4.309    0.21773 0.022006   10.86     36.5     41.135
006292398-01 006292398 01   0.78505992 132.04124092     9.4936       2.5   6.7626    0.295   1.839  7733 4.115    0.01951 0.001472    1.10      2.4  28453.594
006292452-01 006292452 01   1.28078696 132.35187222     9.2044      19.3   4.5848    1.650   2.705  6967 3.839    0.02830 0.005590    1.06      6.5  19285.012
006292452-02 006292452 02   1.28082540 131.80354347    10.8030       4.6  10.2044    0.586   2.705  6967 3.839    0.02830 0.001985    1.16      2.7  19284.240
006292803-01 006292803 01  13.59828497 135.62835616    16.5036    1229.0   5.0000    3.908   1.106  6555 4.334    0.11012 0.032382   21.36     -1.0    166.869
006292925-01 006292925 01 356.00122811 235.82905165    16.5577     127.2   9.9968    4.426   3.485  8386 3.735    1.31765 0.011637  149.74     13.0     30.997
006292925-02 006292925 02 379.10418684 235.04379905    15.7711     107.3   2.4088    3.947   3.485  8386 3.735    1.37406 0.010379  795.54      8.8     28.504
006292925-03 006292925 03 346.78926965 243.62882739    11.9685     121.9  13.7992    4.207   3.485  8386 3.735    1.29482 0.011063  125.01     10.0     32.099
006292925-04 006292925 04 358.78218810 242.48595182    13.5481     100.3   3.6315    4.024   3.485  8386 3.735    1.32450 0.010580  362.05      8.9     30.677
006292925-05 006292925 05  13.61222800 140.81771554    11.4062      17.2  25.6943    1.677   3.485  8386 3.735    0.14955 0.004410    2.02     13.4   2406.264
006292925-06 006292925 06 329.75732387 291.28139854     8.1320      65.4   2.7708    3.351   3.485  8386 3.735    1.25207 0.008812  358.98      5.4     34.329
006293266-01 006293266 01   0.84678978 131.76175870     8.0852       0.0   1.5029    0.004   2.108  8228 4.043    0.02127 0.000016    3.09      0.0  40329.027
006293759-01 006293759 01   2.25388373 133.86768661     7.7885       5.0  14.0937    0.534   2.159  6688 3.869    0.03632 0.002268    1.15      2.1   6333.919
006293759-02 006293759 02 101.53892666 186.78717921    20.0341     270.1  12.0000    3.576   2.159  6688 3.869    0.45985 0.015180   65.31     -1.0     39.513
006293759-03 006293759 03 107.21755990 217.61257609    10.9590     198.3   5.5207    3.091   2.159  6688 3.869    0.47684 0.013118  143.31      7.2     36.747
006293759-04 006293759 04 135.54729327 197.63049392    10.6582     268.6   8.9846    3.888   2.159  6688 3.869    0.55752 0.016503   73.97     10.7     26.882
006293759-05 006293759 05 356.05316490 241.01747792     9.8152     267.8  11.3982    4.158   2.159  6688 3.869    1.06139 0.017647  107.53     10.9      7.417
006293759-06 006293759 06 504.80447648 308.59925334     8.7331     201.0   8.2299    3.564   2.159  6688 3.869    1.33952 0.015127  220.55      9.0      4.657
006293759-07 006293759 07  79.12631452 134.21546166     8.5781     197.2   4.1776    3.437   2.159  6688 3.869    0.38942 0.014587   78.33      8.9     55.100
006293759-08 006293759 08 635.21664704 196.03908400     8.4238     254.8  25.0283    4.063   2.159  6688 3.869    1.56128 0.017245   86.36      5.8      3.428
006293759-09 006293759 09  23.31392930 150.01927758     8.1363      74.5   7.7968    2.091   2.159  6688 3.869    0.17243 0.008876   12.82      6.8    281.035
006293852-01 006293852 01  24.16263355 149.39936210    11.1174     204.8  42.6879    2.849   1.005  6198 4.464    0.16746 0.025983    1.42     16.0     47.623
006294042-01 006294042 01 468.88148655 420.96178215     7.3170     188.6   4.5838    2.736   1.740  6451 4.103    1.32162 0.014408  409.70      6.6      2.690
006294556-01 006294556 01   0.68129575 131.66098135     9.2328      24.1   1.4511    1.150   2.034  8878 4.136    0.01930 0.005182    1.90      7.3  61840.734
006294556-02 006294556 02   0.68125836 132.02670952     9.4371      16.9   4.9871    0.888   2.034  8878 4.136    0.01930 0.003999    1.14      7.8  61845.259
006294889-01 006294889 01   2.88478563 133.20698927     7.6681      32.5  18.8120    1.273   2.183  8529 4.066    0.05017 0.005345    1.30      7.9   8975.071
006294889-02 006294889 02 203.84854306 267.48217459    14.8979     966.7  18.3502    7.509   2.183  8529 4.066    0.85757 0.031521   54.44     14.4     30.722
006294889-03 006294889 03  95.44111489 134.76016439    11.5655     697.7   5.6344    6.208   2.183  8529 4.066    0.51708 0.026061   95.02      9.8     84.504
006294889-04 006294889 04  68.40982039 148.12818689    10.3010    1252.6   1.7041    8.046   2.183  8529 4.066    0.41414 0.033776  276.99     10.2    131.734
006294889-05 006294889 05 108.06182430 160.76027654    10.3068    1219.9   1.9518    8.467   2.183  8529 4.066    0.56171 0.035544  271.64      9.1     71.608
006294889-06 006294889 06  45.71694683 146.01450323     9.4408     579.1   4.1759    5.938   2.183  8529 4.066    0.31656 0.024929   47.01     10.0    225.469
006294889-07 006294889 07  45.93278518 157.52773308     9.1607     774.8   2.1379    7.284   2.183  8529 4.066    0.31755 0.030576   71.03      9.1    224.057
006294889-08 006294889 08  28.67402359 138.06225750     8.9208     798.6   1.5702    6.696   2.183  8529 4.066    0.23195 0.028111   99.90      8.8    419.957
006294889-09 006294889 09  43.54042252 147.27363103     8.9931     613.9   3.4610    5.867   2.183  8529 4.066    0.30643 0.024629   67.67      8.9    240.620
006294889-10 006294889 10  49.97346982 172.95503336     9.1501    1295.1   2.7356   11.320   2.183  8529 4.066    0.33591 0.047520   52.53      9.2    200.233
006294911-01 006294911 01 467.13732457 167.18538476     8.4501     152.3  10.9879    1.326   0.919  5836 4.483    1.15311 0.013218  159.83      4.6      0.660
006300348-01 006300348 01 142.39861668 145.29601473    17.7286     546.5  14.7614    2.334   0.940  6106 4.497    0.53594 0.022753   56.59     10.4      3.831
006300348-02 006300348 02 244.69869218 344.78287072    25.0365    1781.9  15.0000    3.968   0.940  6106 4.497    0.76890 0.038685  128.85     -1.0      1.861
006300348-03 006300348 03 381.63074504 178.76002853    13.6728     554.9  12.8006    2.241   0.940  6106 4.497    1.03406 0.021848  218.87      7.3      1.029
006300348-04 006300348 04 330.36747333 264.12354470    15.3456     578.1  16.2018    2.259   0.940  6106 4.497    0.93925 0.022023  158.80      7.3      1.247
006300348-05 006300348 05 347.44450488 269.84532056    14.7569     583.5  16.3508    2.311   0.940  6106 4.497    0.97134 0.022529  152.05      7.2      1.166
006300348-06 006300348 06 250.97898767 360.30666473    14.1514     330.1  13.2249    1.791   0.940  6106 4.497    0.78200 0.017456  117.19      4.8      1.800
006300348-07 006300348 07 365.09647801 189.67602741    14.6192     512.4   8.4755    2.185   0.940  6106 4.497    1.00397 0.021297  295.59      6.7      1.092
006300348-08 006300348 08 169.22738034 276.70165467     9.7682     762.7   1.9153    2.789   0.940  6106 4.497    0.60131 0.027190  501.29      7.2      3.044
006301035-01 006301035 01  11.99080863 142.91148034    17.4046      85.2  12.9303    1.135   1.072  6110 4.352    0.10055 0.009702    3.74      9.8    141.925
006301035-02 006301035 02  11.99109918 140.37980267    15.7087      72.6  32.6375    0.980   1.072  6110 4.352    0.10055 0.008379    2.17     12.1    141.920
006301132-01 006301132 01   0.59435308 131.96403100    13.1889      46.9   1.5384    1.664   2.095  7573 4.000    0.01619 0.007278    1.67     15.0  49358.601
006301132-02 006301132 02   0.59435572 131.60732444    12.5755      43.4   1.4782    1.614   2.095  7573 4.000    0.01619 0.007059    1.67     14.3  49358.308
006301428-01 006301428 01   3.77705294 132.48554177     8.5499      65.2  18.6618    0.854   0.881  5968 4.534    0.04697 0.008879    1.15      9.2    399.935
006301428-02 006301428 02 290.56967290 345.71944454    32.4993    1800.1  41.4830    7.046   0.881  5968 4.534    0.84954 0.073286   20.89     14.9      1.222
006301428-03 006301428 03 183.94663962 226.48593216    10.2478     495.9  23.3280    2.484   0.881  5968 4.534    0.62634 0.025834   22.61      7.2      2.249
006301428-04 006301428 04   3.77765612 134.22074821     9.8043      60.2  14.6527    0.805   0.881  5968 4.534    0.04697 0.008377    1.30     11.1    399.850
006301745-01 006301745 01   0.68826583 131.95790488    11.2821       2.6   5.6283    0.292   1.781  6735 4.012    0.01617 0.001502    1.13      0.6  22370.675
006301749-01 006301749 01   0.67515902 132.10410659    11.0273     136.7   2.4449    1.193   0.855  5467 4.490    0.01412 0.012785    1.37     12.8   2933.098
006301749-02 006301749 02   0.67516963 131.76351958    10.2593      87.6   2.0948    0.866   0.855  5467 4.490    0.01412 0.009282    1.90      7.5   2933.037
006301749-03 006301749 03 121.93542452 155.90789424     8.4131    4486.8   1.4438    6.136   0.855  5467 4.490    0.45126 0.065772  522.76      5.1      2.873
006301749-04 006301749 04  55.99207281 149.99244812     7.9248     583.3   2.0000    2.037   0.855  5467 4.490    0.26859 0.021833  217.50     -1.0      8.110
006302523-01 006302523 01 389.71566749 353.67487491     9.6932    1577.0   6.0000    2.708   0.712  4629 4.577    0.92651 0.034857  511.09     -1.0      0.243
006302589-01 006302589 01   0.52804829 131.94617033    11.1782     200.6   1.0184    4.200   2.846  7691 3.820    0.01598 0.013525    3.62      9.9  99407.084
006302589-02 006302589 02   1.24661213 132.15594600     8.6626     527.1  11.1029   12.279   2.846  7691 3.820    0.02834 0.039537    1.05     11.7  31623.291
006302655-01 006302655 01   3.47102348 134.97239234    13.6684     282.9   4.4226    4.554   2.331  7957 3.972    0.05517 0.017902    3.00     14.8   6411.750
006302655-02 006302655 02   1.73548963 131.65207516    13.0326     285.1   5.2602    5.159   2.331  7957 3.972    0.03475 0.020282    1.22     13.8  16156.871
006302655-03 006302655 03   0.94659346 132.46225706    10.2501     129.1   3.6500    3.076   2.331  7957 3.972    0.02320 0.012092    1.31      9.1  36255.060
006302655-04 006302655 04   0.94665845 131.72688350    11.0445     112.6   6.3275    2.504   2.331  7957 3.972    0.02320 0.009846    1.31      8.6  36251.741
006302903-01 006302903 01   2.00298922 132.07646573     9.8488      22.2   7.6349    0.679   1.384  6845 4.265    0.03383 0.004493    1.85      7.3   3292.866
006302903-02 006302903 02 118.33726957 183.28989842     7.7347     192.9  12.0751    2.116   1.384  6845 4.265    0.51310 0.014008   47.22      5.6     14.310
006303679-01 006303679 01   3.62623201 132.57232417     9.3170      17.9  15.5953    0.717   1.687  6398 4.031    0.04791 0.003892    1.87      5.2   1861.547
006303679-02 006303679 02   3.62636876 134.37169222    10.4382     175.5   7.5000    2.246   1.687  6398 4.031    0.04791 0.012200    3.77     -1.0   1861.453
006303679-03 006303679 03 121.06784728 172.91297811     9.3178     294.6  14.9577    3.370   1.687  6398 4.031    0.49674 0.018308   30.05      8.2     17.316
006303679-04 006303679 04  86.27504623 160.43539489     8.4158     359.0   3.6169    3.410   1.687  6398 4.031    0.39631 0.018526  137.15      9.0     27.204
006303679-05 006303679 05  94.74080444 131.80219718     7.9108     304.0   4.3649    2.957   1.687  6398 4.031    0.42182 0.016063  167.60      7.9     24.012
006303679-06 006303679 06 135.55096964 140.78737899     7.2019     322.6   2.6034    3.481   1.687  6398 4.031    0.53560 0.018908  207.82      7.7     14.894
006303679-07 006303679 07  67.50322464 186.55889074     7.2128     293.2   2.9901    3.377   1.687  6398 4.031    0.33650 0.018342   82.41      7.0     37.732
006303971-01 006303971 01 580.80548559 332.63091817     7.7071     761.2   7.2924    2.169   0.744  4985 4.549    1.21833 0.026712  470.84      7.7      0.206
006305192-01 006305192 01   8.02511480 131.84638885   131.8300     490.0  25.3971    3.015   1.369  6002 4.196    0.08034 0.020179    2.53     38.9    337.608
006305572-01 006305572 01   1.50008079 131.71477239    20.7475      23.3   7.6283    1.162   2.094  9345 4.140    0.03340 0.005084    1.16      7.7  26856.113
006305572-02 006305572 02 186.25466055 138.99155342    11.8755     135.4  50.4035    2.622   2.094  9345 4.140    0.83129 0.011476   20.36      4.5     43.356
006305572-03 006305572 03   1.50030015 132.26195753     9.6934      16.4   6.7174    0.978   2.094  9345 4.140    0.03340 0.004279    1.20      6.4  26850.878
006307083-01 006307083 01  75.37980520 166.88146613    16.5153     159.2   7.5138    1.521   0.841  5061 4.488    0.32339 0.016572   20.99     11.0      3.975
006307521-01 006307521 01  29.74509703 158.16253349    15.1281     275.1  22.6550    2.012   1.004  5334 4.372    0.17911 0.018363    4.85     14.0     22.788
006307537-01 006307537 01  29.74446330 156.83881048   488.7941   57250.7  13.3509   19.675   0.788  4889 4.569    0.17728 0.228804   18.14   2421.4     10.114
006309129-01 006309129 01   6.21536315 136.20599423    10.3769       0.0   9.4280    0.011   3.717  7733 3.594    0.08307 0.000028    2.31      0.0   6413.958
006309129-02 006309129 02 111.75306054 192.83026246    12.0719      46.8   9.1436    3.058   3.717  7733 3.594    0.57016 0.007538   36.75      5.4    136.166
006309129-03 006309129 03   6.21740946 133.06864623     9.5060       9.5  22.0954    1.343   3.717  7733 3.594    0.08309 0.003312    1.34      7.7   6411.143
006309896-01 006309896 01   4.40808665 132.74530776     8.1409      39.0  47.4378    0.589   0.947  5897 4.435    0.05063 0.005702    1.02     11.3    379.011
006310397-01 006310397 01   2.15804414 132.78424292     8.3839      21.1   5.1604    0.973   1.857  7318 4.073    0.03732 0.004801    1.84      6.9   6361.968
006310414-01 006310414 01 585.46749454 195.54789936    18.5977      87.3   4.6295    2.290   2.132  9643 4.142    1.80811 0.009841  439.84      8.4     10.771
006310414-02 006310414 02   9.60288379 138.10843067     9.9691      14.2  20.7100    0.921   2.132  9643 4.142    0.11672 0.003957    1.87      9.0   2584.633
006310414-03 006310414 03 199.45407366 157.11698185    11.7955     107.9   3.8414    2.666   2.132  9643 4.142    0.88196 0.011460  132.46      8.6     45.270
006310929-01 006310929 01   4.76395501 131.85885203    10.3903      62.9  17.5484    0.854   1.003  6230 4.458    0.05639 0.007800    1.69      8.8    426.996
006311382-01 006311382 01   1.09266628 131.94353776    10.1064       4.1  12.0813    0.768   3.480  6293 3.518    0.02354 0.002023    1.01      2.8  30718.126
006311520-01 006311520 01   0.75819473 132.20695340     9.5783      32.6   2.9148    0.762   1.142  6419 4.330    0.01637 0.006113    1.30      3.9   7404.577
006311520-02 006311520 02   0.75820895 131.65058801     9.4442      85.5   1.3025    1.076   1.142  6419 4.330    0.01637 0.008631    4.33      9.9   7404.392
006311520-03 006311520 03 360.91157919 365.31859852     9.3547     753.0   3.5000    3.153   1.142  6419 4.330    0.99787 0.025303  803.84     -1.0      1.992
006311520-04 006311520 04   1.96671057 131.63142457     8.8310     166.0   4.1207    2.928   1.142  6419 4.330    0.03090 0.023494    1.28      7.4   2077.562
006311637-01 006311637 01   1.62077286 132.89905763   742.0760  102464.8   7.2033   37.633   1.177  5757 4.209    0.02526 0.293010    2.35    779.9   2137.473
006311637-02 006311637 02   1.62392557 132.29127387    11.1246      71.3   2.4845    1.049   1.177  5757 4.209    0.02529 0.008168    3.93      1.7   2131.942
006311637-03 006311637 03   1.62109090 131.78298954    10.2347     270.7   5.0449    2.108   1.177  5757 4.209    0.02526 0.016409    1.87      7.8   2136.914
006311681-01 006311681 01   0.84481155 131.83004206    16.9213      79.1   2.1416    0.979   0.915  5705 4.452    0.01667 0.009806    1.62      9.1   2861.000
006311681-02 006311681 02   0.84469490 131.61275312    23.2346      39.5   4.4433    0.632   0.915  5705 4.452    0.01666 0.006325    1.27      6.2   2861.527
006312478-01 006312478 01 183.72529915 218.02538064     7.4821     799.8  17.2166   25.971   7.931  4649 2.701    0.66328 0.030008   48.65      7.6     59.840
006312534-01 006312534 01   1.50777029 131.58251128    33.1198    1313.9   5.0000    2.872   0.818  5069 4.530    0.02416 0.032179    2.44     -1.0    678.118
006312534-02 006312534 02 498.83097449 244.03218534    10.7514     817.6  12.9766    2.454   0.818  5069 4.530    1.15567 0.027494  232.38      7.6      0.296
006312534-03 006312534 03   3.01544032 134.25686275     8.9037      60.1  29.9070    0.630   0.818  5069 4.530    0.03835 0.007056    1.04      7.1    269.123
006314137-01 006314137 01 413.75836031 406.03723281     8.4209      84.3  14.7416    1.446   1.332  6391 4.226    1.11823 0.009946   92.90      8.3      2.121
006314173-01 006314173 01   1.43325894 132.27384673    66.3271   13064.2   4.5000   22.723   1.959  7311 4.013    0.02811 0.106297    2.76     -1.0  12427.723
006314185-01 006314185 01   0.71686293 131.55108028    15.1183      76.9   8.6024    0.936   1.068  5977 4.318    0.01494 0.008034    1.00     20.3   5842.877
006314475-01 006314475 01   0.64743465 131.87181951    11.6993      84.9   2.3895    1.314   1.216  6818 4.357    0.01568 0.009905    1.31     12.8  11638.137
006314475-02 006314475 02   2.54262940 133.19932046     8.9947     155.6  30.5116    1.979   1.216  6818 4.357    0.03904 0.014912    1.00     18.1   1878.310
006341932-01 006341932 01   0.72770124 131.55830627     9.8332       3.3   7.2997    0.938   4.515  6921 3.452    0.00000 0.001903    1.01      2.6      0.000
006342566-01 006342566 01 292.12202510 376.06454895    14.2400      43.0   3.4628   97.682 120.103  3831 0.845    1.33079 0.007453  313.81      3.3   1571.906
006343818-01 006343818 01 207.45696451 320.31035898    52.4400   18490.7   5.1085   13.843   0.572  4978 4.683    0.57049 0.221782  218.15     18.9      0.553
006344281-01 006344281 01   0.51970412 131.83993773    13.3253      75.0   2.9904    0.637   0.682  4988 4.590    0.01102 0.008565    1.25     10.9   2125.437
006344431-01 006344431 01   0.81378080 132.15307384    10.6859       8.6   4.7112    0.739   2.310  6767 3.898    0.01970 0.002933    1.21      5.8  25835.118
006344431-02 006344431 02  60.69812996 190.85912453    11.3520     367.4   2.0000    4.473   2.310  6767 3.898    0.34905 0.017745  234.82     -1.0     82.285
006344431-03 006344431 03  33.86624455 146.75184339    10.0988      76.1  10.0734    2.244   2.310  6767 3.898    0.23656 0.008903   15.03      6.0    179.142
006344431-04 006344431 04  50.42693746 179.22370618     8.6497     215.5   4.8507    3.984   2.310  6767 3.898    0.30847 0.015807   35.74     10.6    105.359
006344431-05 006344431 05  21.84827121 143.25007404     8.7857      94.2   6.0000    2.261   2.310  6767 3.898    0.17662 0.008969   27.94     -1.0    321.364
006344431-06 006344431 06  72.59732617 198.86238275     8.6916     232.0   2.1832    3.994   2.310  6767 3.898    0.39330 0.015846  137.77      8.9     64.813
006344431-07 006344431 07  84.71263366 186.56096451     8.7798     184.4   4.6168    3.657   2.310  6767 3.898    0.43592 0.014507   65.29      6.2     52.758
006344431-08 006344431 08  67.99239059 198.86401417     8.3205     173.5   3.9472    3.530   2.310  6767 3.898    0.37648 0.014004   62.80      8.5     70.730
006344431-09 006344431 09  46.27331548 156.74308726     8.7845      51.0   9.9543    1.921   2.310  6767 3.898    0.29129 0.007622   16.05      4.2    118.153
006344431-10 006344431 10  28.80180025 134.85402624     8.3067     140.5   2.1822    3.161   2.310  6767 3.898    0.21235 0.012541   49.35      8.3    222.328
006345900-01 006345900 01 333.28383534 251.61705662     9.7207     540.3   9.9339    2.352   0.974  5767 4.485    0.95855 0.022127  212.33      8.6      1.023
006346443-01 006346443 01  17.25135985 132.35006042     7.9966      31.1   1.4327   10.117  13.970  4773 2.458    0.16585 0.006637   33.47     12.3   3299.336
006346443-02 006346443 02  19.53338616 136.35588718     7.7428      37.2   1.4809   10.086  13.970  4773 2.458    0.18017 0.006616   51.81     10.6   2795.681
006346537-01 006346537 01 483.21294219 149.97308263    11.1893      88.7  17.0240  135.134 150.645  3291 0.169    1.28852 0.008220  201.90      3.4   1436.562
006346698-01 006346698 01   1.22019891 132.29005736     9.7546      25.4   3.3577    1.084   1.830  6251 3.955    0.02308 0.005430    1.54      7.3   8598.425
006347299-01 006347299 01  14.40091606 145.77319808    13.9121     146.8  16.6763    1.595   1.198  5815 4.270    0.11488 0.012198    4.35     14.8    111.398
006349881-01 006349881 01 449.18228194 371.51240030    14.8782    1057.4  33.1751    3.264   0.969  5275 4.397    1.08942 0.030872   86.11     16.4      0.549
006352349-01 006352349 01   1.46871516 132.45002614     8.0632      32.0   7.3353    0.640   1.108  6078 4.361    0.02553 0.005291    1.55      8.7   2303.457
006356272-01 006356272 01 338.58883594 331.00816551     8.5342     899.6  15.7157    2.872   0.929  6032 4.508    0.95534 0.028332  145.50      8.0      1.122
006356627-01 006356627 01   4.20932433 133.56099758    14.6261     102.3  25.3231    3.708   1.842  6624 4.032    0.05615 0.018450    1.04     18.2   1856.175
006357066-01 006357066 01 114.26838856 152.10584783     7.4054     398.4   2.9251    2.375   1.084  6116 4.440    0.48716 0.020078  197.35      7.3      6.207
006357667-01 006357667 01  12.14389960 132.96525300     8.8910      66.4  25.5091    1.443   1.706  7123 4.129    0.11648 0.007754    3.23      9.6    494.752
006357702-01 006357702 01   0.51902647 131.55948921    11.6542      91.5   0.8491    3.857   3.733  7559 3.612    0.00000 0.009468    3.54     12.4      0.000
006357702-02 006357702 02   1.42236223 131.62405366    10.5528     133.8  17.0683    5.778   3.733  7559 3.612    0.03160 0.014183    1.01     18.9  40810.956
