#        TCE       KIC PN       Period        Epoch        MES     Depth Duration  Rplanet   Rstar Tstar  logg          a RadRatio a/Rstar      SNR       Srad
#                               (Days)       (BKJD)                (ppm)  (Hours) (Rearth)  (Rsun)   (K) (cgs)       (AU)                             (Searth)
#          1         2  3            4            5          6         7        8        9      10    11    12         13      14       15       16         17
011362416-03 011362416 03   2.36003470 132.96565299     9.4013      11.5  28.0695    1.075   3.138  8357 3.749    0.04383 0.003139    1.00     12.0  22403.029
011389737-01 011389737 01   3.65386584 132.44186912     8.7076       7.1  22.3129    0.577   1.889  7443 4.035    0.05208 0.002799    1.10      2.8   3617.187
011389889-01 011389889 01 230.04207129 254.02637425    22.0437     276.4  40.9648    5.163   1.591  6397 4.038    0.73680 0.029739   10.60     23.8      6.996
011390595-01 011390595 01   2.75526658 134.09853239     8.0769      10.4  18.5723    0.490   1.500  6447 4.189    0.04164 0.002995    1.28      3.0   2008.327
011390595-02 011390595 02  86.56221435 177.68825389    29.0483     618.8  11.3517    3.997   1.500  6447 4.189    0.41461 0.024418   43.29     16.3     20.259
011390595-03 011390595 03 195.89757508 143.54805226    18.6359     967.4  30.6906    5.539   1.500  6447 4.189    0.71468 0.033838   23.49     13.1      6.818
011390595-04 011390595 04  21.57178393 139.25911980    11.2896     197.4   8.2068    4.188   1.500  6447 4.189    0.16419 0.025589    4.68     11.4    129.183
011390595-05 011390595 05  30.43305176 153.00287031    10.8322     177.8   4.4294    2.226   1.500  6447 4.189    0.20653 0.013601   31.54      9.8     81.644
011390595-06 011390595 06  19.88030860 139.53286283     9.7757     193.1   5.0406    4.150   1.500  6447 4.189    0.15549 0.025355    6.90     10.6    144.042
011390595-07 011390595 07  19.10707088 135.88225702     9.7393     148.6   2.2285    2.161   1.500  6447 4.189    0.15143 0.013202   29.24      7.9    151.866
011390595-08 011390595 08   5.03362071 132.41338558     9.5431      58.5   8.6067    1.329   1.500  6447 4.189    0.06223 0.008121    2.33      7.9    899.246
011390838-01 011390838 01 376.00400039 323.62303673    20.1808     513.3  34.5510    6.679   1.502  5941 4.077    1.01377 0.040752   24.01     19.7      2.450
011390838-02 011390838 02 522.85665136 186.11548392    11.4241     135.8  11.2841    1.899   1.502  5941 4.077    1.26299 0.011587  240.36      6.8      1.579
011390838-03 011390838 03 293.13200341 131.72677337     9.3716      39.7   5.8499    1.123   1.502  5941 4.077    0.85872 0.006854  167.27      2.3      3.415
011390941-01 011390941 01   2.71753191 132.01071876    11.7170      23.4   5.1614    0.799   1.436  7204 4.244    0.04181 0.005097    2.10      7.8   2847.034
011390941-02 011390941 02   0.67930611 131.76691238     8.6650       7.9   5.7418    0.460   1.436  7204 4.244    0.01659 0.002937    1.03      5.3  18080.264
011391018-01 011391018 01 365.40589811 209.61192425    16.4994    1224.6  28.3756    2.591   0.765  4939 4.541    0.90571 0.031032  100.65     18.9      0.380
011391184-01 011391184 01 313.05027535 289.37404290     9.6731     694.4  16.1465    2.423   0.905  5522 4.505    0.88894 0.024533  132.58      8.7      0.863
011391636-01 011391636 01   0.54251444 132.06912736    13.9341      12.5   3.1060    0.310   0.823  4922 4.505    0.01204 0.003453    1.27      7.0   2457.606
011391750-01 011391750 01 360.28212763 488.11468105     7.4576     984.0   5.3927   35.194   8.952  5025 2.838    1.25143 0.036028  237.90      7.3     29.232
011395392-01 011395392 01   0.73351974 131.95945822    10.7236      73.4   4.7182    1.219   1.409  6948 4.295    0.01793 0.007930    1.35      9.1  12894.124
011395866-01 011395866 01  47.04987636 143.16189538     7.2703    1386.2   1.6946    4.182   1.055  5876 4.392    0.25521 0.036326  166.31      8.7     18.252
011397541-01 011397541 01  13.25428849 140.33136254    12.6855     278.4  41.5185    8.153   2.485  6284 3.826    0.12574 0.030064    1.18     27.4    545.651
011397582-01 011397582 01 380.51644343 282.98680453     7.1969     851.8  34.9702    3.275   0.902  5354 4.520    1.02192 0.033272   38.94      7.5      0.574
011397636-01 011397636 01 370.60471573 267.79383415     7.7980     500.0  38.0040    4.134   0.935  5812 4.442    0.96868 0.040515   21.44     10.0      0.952
011397726-01 011397726 01 638.84787500 142.80162937    12.8181     587.6   4.4659    2.114   0.703  5446 4.630    1.33025 0.027557  471.32      9.9      0.220
011397726-02 011397726 02 652.06919661 206.58661349    10.3862     751.5   5.6151    3.463   0.703  5446 4.630    1.34854 0.045145  289.74      9.8      0.214
011397726-03 011397726 03 360.75244679 248.92838064     9.4107     523.4   5.1139    2.098   0.703  5446 4.630    0.90881 0.027347  197.57     10.2      0.472
011400842-01 011400842 01  32.65479460 131.89275686     9.8466     108.7  43.2879    2.432   1.157  6435 4.385    0.21162 0.019260    1.52     16.3     45.925
011401182-01 011401182 01   0.92802035 132.12650579    13.1858      30.8   3.4100    0.475   0.699  4815 4.631    0.01701 0.006234    1.32      8.3    813.182
011401182-02 011401182 02   0.92771669 131.98414240     9.7413      14.4   8.3521    0.325   0.699  4815 4.631    0.01701 0.004260    1.02      5.1    813.537
011401313-01 011401313 01 495.58604399 177.58850514     7.1001     320.9   5.1507    1.984   1.045  6190 4.429    1.25368 0.017397  565.95      7.3      0.914
011401755-01 011401755 01  16.23156207 139.67961567    46.6522     119.1  17.6361    2.206   1.585  5919 4.042    0.12588 0.012756    2.50     32.8    174.352
011401755-02 011401755 02   4.61691375 132.00189661     7.6193      16.3   6.3936    0.741   1.585  5919 4.042    0.05444 0.004285    2.85      8.1    932.048
011401845-01 011401845 01   2.16155292 131.62967152    10.6234     348.6   0.6940    4.486   2.340  7796 3.937    0.03927 0.017569   23.86      1.7  11753.605
011402528-01 011402528 01 447.05114222 498.96526931     7.8584     219.8   9.6265    2.296   1.393  6689 4.249    1.23472 0.015107  213.13      7.1      2.283
011402951-01 011402951 01   0.67561537 131.84146474    13.9773      27.0   1.5127    2.579   4.236  7242 3.484    0.00000 0.005580    1.86      9.4      0.000
011402951-02 011402951 02   0.67563150 132.06173105    10.4115      22.2   2.8119    2.353   4.236  7242 3.484    0.00000 0.005091    1.25      8.9      0.000
011403032-01 011403032 01   7.63114923 138.20312387     9.6217      30.8  15.5481    1.708   2.869  6657 3.741    0.08972 0.005457    2.80      8.2   1799.046
011403216-01 011403216 01   4.05314942 132.48905244    88.6131     933.9   9.8357    3.452   1.039  6022 4.453    0.05164 0.030447    2.37     33.3    477.028
011403440-01 011403440 01   0.93448954 132.35346050    22.9771      94.5   5.2879    1.079   0.917  5855 4.505    0.01859 0.010783    1.11     16.6   2561.429
011404033-01 011404033 01   0.52355269 131.88414736     8.8725       1.7   6.2826    0.312   1.998  6569 3.988    0.01428 0.001432    1.00      1.8  32659.374
011404475-01 011404475 01 605.61560953 151.49544451     8.0142     367.5  25.1600    2.490   1.103  6237 4.415    1.46964 0.020686   87.91      8.5      0.764
011404644-01 011404644 01 401.94684207 289.59415667    53.6650   23307.2  23.4951   29.013   1.094  6184 4.371    1.07520 0.243032   96.50     25.8      1.357
011404644-02 011404644 02   2.95133281 133.66860546    51.2246    6190.6   8.4394   15.532   1.094  6184 4.371    0.04062 0.130106    1.75    242.8    950.516
011404644-03 011404644 03 235.28142103 181.83712889     8.0023    1064.3   4.2856    3.837   1.094  6184 4.371    0.75237 0.032144  310.77      6.2      2.770
011404698-01 011404698 01 310.79797776 253.03334346    77.3000   23719.9   5.7241   10.853   0.740  4512 4.564    0.80941 0.134404  470.39     23.0      0.310
011404698-02 011404698 02 160.53442354 247.59939686   200.5318    8364.6   7.9872    8.230   0.740  4512 4.564    0.52107 0.101922  102.45     11.0      0.749
011404698-03 011404698 03 178.51900829 191.90853536   209.4340   11113.0   1.4957    7.967   0.740  4512 4.564    0.55930 0.098660  868.06      7.0      0.650
011404785-01 011404785 01 353.32109305 422.99252252     7.8651      88.4   9.6599    1.635   1.516  6204 4.137    1.02473 0.009885  143.73      5.7      2.905
011407569-01 011407569 01   0.98342381 132.33790378     9.9275      28.2   8.7375    0.424   0.808  4978 4.511    0.01776 0.004812    1.08     10.8   1138.677
011408304-01 011408304 01 567.01567814 360.05086898     9.1222     270.7   6.6202    6.487   3.534  6064 3.558    1.58345 0.016822  395.79      8.1      6.035
011408935-01 011408935 01 447.89096814 242.70217641    30.7227    4839.2  10.0090    5.627   0.805  5899 4.574    1.10072 0.064052  352.95     25.2      0.580
011408935-02 011408935 02  15.99503070 136.22746647    28.5319     656.2  16.1451    2.169   0.805  5899 4.574    0.11937 0.024690    6.13     25.5     49.343
011409673-01 011409673 01  12.31082385 138.73650385    11.8745      11.5   3.3634    0.733   1.883  7516 4.097    0.12250 0.003568   12.90      2.1    675.604
011409673-02 011409673 02  12.31099894 139.04652280    13.2415     111.4  36.8136    2.597   1.883  7516 4.097    0.12250 0.012641    1.17     17.2    675.591
011409698-01 011409698 01 216.14444437 290.44885285   600.8256   52148.9   5.5716   55.933   1.440  6664 4.176    0.73525 0.355950  271.43    420.0      6.778
011409698-02 011409698 02 249.26864649 373.75572458    29.2465    6431.9  22.0380   20.548   1.440  6664 4.176    0.80857 0.130766   45.62     67.0      5.604
011409698-03 011409698 03 300.45531241 416.87798257    18.7327   23441.7  46.3382   37.948   1.440  6664 4.176    0.91578 0.241494   36.48     57.7      4.369
011410827-01 011410827 01 427.08429704 268.89227627     7.7200     605.4  13.8332    2.279   0.868  5853 4.544    1.09577 0.024058  176.92      6.9      0.660
011411670-01 011411670 01   0.61023941 132.07258594     9.6621      17.2   5.0939    0.894   2.086  9573 4.155    0.01850 0.003926    1.12     14.2  95637.700
011412044-01 011412044 01 394.19132906 242.03620840    23.6505    8874.3  22.4645    8.299   0.720  4713 4.588    0.94854 0.105628   88.48     13.2      0.255
011412044-02 011412044 02 392.35130019 254.98185856    21.3672   11430.2  20.0290   13.103   0.720  4713 4.588    0.94559 0.166772   95.42     19.2      0.256
011412044-03 011412044 03 429.85628654 228.98088794    21.5296   18855.5  42.3695   18.051   0.720  4713 4.588    1.00493 0.229751   55.49     20.2      0.227
011412044-04 011412044 04 396.80985943 270.40116889    20.8789   11259.3  16.9343    8.327   0.720  4713 4.588    0.95274 0.105989  146.95     22.4      0.252
011412044-05 011412044 05 392.30342947 190.40170707    21.3001   15537.6  24.2011   16.517   0.720  4713 4.588    0.94551 0.210229   84.42     21.8      0.256
011412044-06 011412044 06 357.63917253 215.84477262    23.2330   22537.0  51.9114   19.593   0.720  4713 4.588    0.88896 0.249371   39.44     17.1      0.290
011412044-07 011412044 07 374.19297308 173.66883369    20.6465    2642.5  12.0000    3.553   0.720  4713 4.588    0.91618 0.045222  247.85     -1.0      0.273
011412250-01 011412250 01   7.16555499 135.55646235     7.7640      16.0  29.5455    0.975   2.175  7848 3.931    0.08276 0.004108    1.36      7.5   2347.308
011413125-01 011413125 01   1.47506752 131.84677615    15.3086     127.5   5.1243    3.530   2.692  7063 3.840    0.03102 0.012017    1.39     17.4  16793.917
011413125-02 011413125 02   1.47503890 132.61467499    15.8298     126.5   5.8338    3.237   2.692  7063 3.840    0.03102 0.011019    1.64     17.0  16794.352
011414527-01 011414527 01   1.01587625 132.32218686    10.4213      66.8   5.2232    2.046   2.041  7331 4.041    0.02347 0.009187    1.09     13.0  19572.884
011414728-01 011414728 01 361.76080344 226.13879291    12.5065    7621.6  38.5133    9.211   0.858  5591 4.512    0.94981 0.098381   44.18     14.7      0.714
011414728-02 011414728 02 181.32371665 222.92405304    65.5592   16173.7   1.5377   10.850   0.858  5591 4.512    0.59932 0.115883 1000.03     15.0      1.794
011414728-03 011414728 03 350.49069053 442.78445703    41.2842   28172.6   1.1986   14.665   0.858  5591 4.512    0.92998 0.156636 2446.89     31.1      0.745
011414728-04 011414728 04 181.46125790 226.14122471    35.8707   31603.5   2.5000   15.111   0.858  5591 4.512    0.59962 0.161391  641.61     -1.0      1.793
011416104-01 011416104 01   6.31709142 133.06459828     7.3708       9.2  42.0057    0.752   2.432  7888 3.941    0.08261 0.002835    1.29      4.5   3006.409
011416506-01 011416506 01   3.93590816 131.77226485    12.1002      13.2  26.5540    1.148   2.722  6606 3.722    0.05491 0.003865    1.07      8.3   4192.896
011441474-01 011441474 01   8.18857628 137.83121453     8.0725      28.8  29.6070    0.544   0.899  5579 4.519    0.07883 0.005545    1.51      9.6    112.897
011442353-01 011442353 01   1.31559203 132.64662508     9.9541       1.2   7.3707    0.383   3.385  7857 3.698    0.03003 0.001036    1.39      3.8  43397.578
011442353-02 011442353 02 260.98243165 155.84469466    13.1757      53.7  14.8796    2.794   3.385  7857 3.698    1.02128 0.007565   73.17     11.2     37.510
011442465-01 011442465 01  33.93371169 152.15389218    40.8596    1247.2  17.3110    2.556   0.705  5040 4.628    0.18804 0.033227   12.87     29.7      8.126
011442793-01 011442793 01  59.73656886 159.34510396    14.5106     229.4  11.0929    2.022   1.200  5970 4.317    0.30783 0.015441   25.33     12.4     17.295
011442793-02 011442793 02 210.72449309 147.24824061    27.4457    1267.1   9.0000    4.245   1.200  5970 4.317    0.71334 0.032417  183.80     -1.0      3.221
011442793-03 011442793 03  91.94236989 133.78274180    11.2745     225.9  16.2200    1.997   1.200  5970 4.317    0.41036 0.015254   27.17     11.7      9.733
011444434-01 011444434 01 233.62293326 199.85127957   144.0685    4580.6  15.4745    4.912   0.744  5028 4.548    0.66337 0.060503  120.30      9.3      0.720
011444629-01 011444629 01 403.54475143 166.08110180     7.2842     283.2  20.2569    1.598   0.874  5831 4.539    1.05592 0.016760  103.93      8.4      0.710
011445111-01 011445111 01   1.31733114 131.55941195     9.2908       6.2  10.5691    0.761   2.910  7125 3.743    0.02812 0.002397    1.11      4.4  24719.283
011445913-01 011445913 01   1.48533792 132.91577476    14.9552     139.8   5.9007    5.905   4.236  7242 3.484    0.03208 0.012775    1.30     14.2  42973.300
011445913-02 011445913 02   1.48529007 131.84724150    17.2609     210.9  11.5618    7.660   4.236  7242 3.484    0.03208 0.016571    1.04     18.6  42975.146
011447883-01 011447883 01 413.16595296 251.38902531    13.0662     294.8   6.6568    7.150   3.890  6964 3.524    1.33172 0.016845  351.44      2.8     17.980
011449642-01 011449642 01 369.30685657 307.11569637     7.8962    1012.0  31.0849    5.763   0.988  6122 4.462    1.01811 0.053451   31.01      7.6      1.185
011449918-01 011449918 01 371.60922201 307.39715423     8.7278     532.2  28.4454    2.606   0.827  5497 4.508    0.94064 0.028873   33.49      8.3      0.632
011453481-01 011453481 01 323.08010050 211.10935396     7.7837     501.2  11.8911    5.493   1.390  6582 4.239    0.98533 0.036216   60.03      7.7      3.346
011453640-01 011453640 01 475.77427419 233.67315827     7.2041     508.2   5.8511    2.854   1.041  6173 4.447    1.23386 0.025125  266.92      7.0      0.926
011453915-01 011453915 01  24.09802295 143.77870976    12.4731      74.8  74.7052    2.012   1.143  6338 4.357    0.16777 0.016133    1.10     27.8     67.106
011454304-01 011454304 01   1.33113740 131.99074502     8.9505      39.4   5.6138    2.509   3.518 13203 3.855    0.03502 0.006535    1.24      7.2 274674.420
011454304-02 011454304 02   1.33012620 132.69799394    11.1229      48.4   6.0919    3.956   3.518 13203 3.855    0.03501 0.010306    1.04      3.6 274952.877
011454304-03 011454304 03 125.27822260 168.43721883    10.9734    1556.6   8.6169   24.006   3.518 13203 3.855    0.72468 0.062533   39.90      7.3    641.625
011454304-04 011454304 04  87.23026572 147.86194619    10.6692     651.5   9.2541    9.521   3.518 13203 3.855    0.56930 0.024801   61.74      6.4   1039.663
011454304-05 011454304 05 105.48633357 235.77881982    10.5194    1593.6   9.1711   24.279   3.518 13203 3.855    0.64619 0.063244   31.76      8.2    806.963
011454304-06 011454304 06 145.02184777 235.57045196    11.1734     626.8  11.8320    9.319   3.518 13203 3.855    0.79894 0.024275   81.61      5.1    527.883
011454304-07 011454304 07 202.76387920 318.83665799     9.4886    1627.1   8.9368   17.220   3.518 13203 3.855    0.99898 0.044857   70.73     10.5    337.646
011454304-08 011454304 08 183.38856060 231.71445991     9.3535     900.8   3.2850   11.405   3.518 13203 3.855    0.93428 0.029708  317.32      6.0    386.028
011454304-09 011454304 09  86.33310364 189.77803958     9.0315     600.3   4.1074    8.948   3.518 13203 3.855    0.56539 0.023307  164.32      6.3   1054.093
011454304-10 011454304 10 309.86812620 203.78449554     7.2833     173.3   7.5000    4.809   3.518 13203 3.855    1.32540 0.012528  318.02     -1.0    191.814
011454487-01 011454487 01   0.67531160 131.94164139    12.8624      31.9   3.7573    0.565   1.000  5780 4.438    0.01507 0.005177    1.47      6.6   4404.872
011454502-01 011454502 01 450.56089964 378.02062232     7.1397     205.5  10.5882    1.566   0.948  5575 4.437    1.10936 0.015141  176.17      6.9      0.632
011455484-01 011455484 01   6.14261310 132.41648030    26.3891    4506.8   6.4270    6.960   1.000  5780 4.438    0.06565 0.063781    6.55     51.1    231.989
011455507-01 011455507 01   0.64355247 132.11678781     8.0394      18.7   4.3466    0.432   0.826  5760 4.564    0.01415 0.004796    1.06      8.2   3360.927
011455507-02 011455507 02  30.04588465 140.20171258    11.3318     316.2   1.4316    1.698   0.826  5760 4.564    0.18346 0.018839   86.46      7.9     19.992
011455795-01 011455795 01   1.05729271 131.93473324    38.0468    1263.1   4.9083    2.388   0.683  4664 4.594    0.01776 0.032041    1.72     56.4    627.021
011456154-01 011456154 01   3.50164536 135.21764986    11.0131       0.0   0.7116    0.027   2.406  7302 3.950    0.05573 0.000102   12.39      0.0   4747.838
011456154-02 011456154 02   3.50171563 134.42618171    11.7499      45.7  12.5000    1.647   2.406  7302 3.950    0.05573 0.006272    2.23     -1.0   4747.711
011456154-03 011456154 03 208.78970836 233.48017053    16.4817      63.8  15.4999    2.102   2.406  7302 3.950    0.85055 0.008005   66.12      8.6     20.382
011456279-01 011456279 01   0.64831470 132.04803280     9.2165      16.0   1.3182    0.684   1.590  7329 4.226    0.01698 0.003943    2.83      7.4  22678.979
011457137-01 011457137 01 362.15323415 373.19453544    11.6896    2282.6  14.4088    4.508   0.746  5139 4.581    0.91296 0.055376   95.91     14.3      0.417
011457137-02 011457137 02 347.76515061 398.31180128    21.6995    2255.3   8.0833    3.481   0.746  5139 4.581    0.88862 0.042756  331.76      7.6      0.440
011457198-01 011457198 01   1.67737246 132.71586023     9.9094      94.0   7.5689    2.091   2.074  7505 4.031    0.03288 0.009237    1.65      9.5  11306.555
011459949-01 011459949 01   2.55586247 132.71493580     9.5769      45.2   6.5465    1.167   1.257  7254 4.184    0.03507 0.008511    1.14     10.6   3186.971
011459949-02 011459949 02 295.33637638 324.47569014     8.2586     187.6  16.5236    1.900   1.257  7254 4.184    0.83202 0.013854   84.25      5.0      5.662
011460213-01 011460213 01   0.88661850 131.60786884    10.1362    1633.7   1.5000    4.908   1.205  6396 4.327    0.01879 0.037323    4.70     -1.0   6168.844
011460413-01 011460413 01 352.28566861 399.98800336    13.1338      59.4   4.5996   99.638 104.053  3908 0.970    1.50822 0.008775  282.53      3.0    994.693
011461134-01 011461134 01 558.68581610 459.13230336    14.9629    2629.2  11.8851   11.100   1.842  7281 4.079    1.51473 0.055225  189.60      5.9      3.724
011461134-02 011461134 02   1.89121186 131.85467086     8.8435     116.9   7.3584    2.322   1.842  7281 4.079    0.03415 0.011552    1.29      6.6   7325.962
011461821-01 011461821 01   1.28210071 132.15435085     9.9472       7.1  12.6153    0.505   1.854  7246 4.074    0.02637 0.002497    1.04      5.5  12212.314
011462151-01 011462151 01   5.84428335 136.75396204     7.1973      77.7   1.4640    2.109   2.064  7517 4.013    0.07430 0.009365   14.98      7.4   2207.517
011462151-02 011462151 02   0.51326481 131.82394264     8.1022       1.5   1.0008    0.296   2.064  7517 4.013    0.01468 0.001314    1.96      0.5  56548.839
011462853-01 011462853 01  74.95052514 146.62881827    12.6032     132.7   6.2620   35.730  25.064  4750 2.199    0.53446 0.013064   41.16      3.2   1003.081
011463211-01 011463211 01   1.50638841 131.74855352    18.6836     290.0   0.6325    1.733   0.831  5714 4.563    0.02503 0.019108    8.75     14.1   1053.109
011463950-01 011463950 01   0.51220945 131.52937775     9.1438      22.0   1.9361    1.383   2.531  7064 3.888    0.01526 0.005009    1.30      4.2  61380.218
011463950-02 011463950 02   2.13632585 132.98193315    10.2135     198.2   3.8707    6.978   2.531  7064 3.888    0.03954 0.025266    1.39     10.4   9142.575
011465134-01 011465134 01   1.48784417 132.72779137    17.1826      41.9   1.5913    1.579   2.096  9859 4.166    0.03391 0.006903    3.08     16.3  32340.252
011465134-02 011465134 02   1.48779415 132.57597012    10.3325      32.7   1.4415    1.232   2.096  9859 4.166    0.03391 0.005387    7.91     12.6  32341.702
011465678-01 011465678 01  10.37426843 141.64904070     7.4510      54.1  57.7994    0.812   1.067  6193 4.434    0.09693 0.006976    1.38     10.4    159.710
011465813-01 011465813 01 670.57500057 207.65523643   102.9712    8215.0  43.7495   10.435   0.983  5520 4.466    1.51483 0.097276   79.38    100.9      0.350
011465986-01 011465986 01  15.86660934 142.26970031     7.9987     248.0  61.9872    3.196   1.031  6225 4.450    0.12731 0.028407    1.11     14.9     88.236
011466960-01 011466960 01   0.69593636 131.99290527    16.0781      57.5   3.2571    1.259   1.425  6737 4.243    0.01676 0.008097    1.20      7.4  13341.697
011468469-01 011468469 01 256.55246013 364.95100295     7.3134     129.1  11.2054    4.268   3.298  5099 3.573    0.90153 0.011858  101.65      6.1      8.105
011469049-01 011469049 01   3.95354246 133.01480819     9.1560      12.1  15.2610    0.940   2.237  8016 4.001    0.05986 0.003850    1.19      9.5   5166.391
011469049-02 011469049 02 179.26731444 225.17525126    10.8069      93.6  30.9773    2.336   2.237  8016 4.001    0.76116 0.009569   30.79      7.7     31.952
011469049-03 011469049 03   3.95376551 131.67709471     8.4050      12.2  12.0041    0.894   2.237  8016 4.001    0.05986 0.003661    1.52      9.8   5166.003
011493683-01 011493683 01   3.75194467 131.80639261     7.5306      45.7  12.5567   95.432 118.333  3643 0.210    0.00000 0.007390    1.53      6.6      0.000
011493732-01 011493732 01 285.64482548 235.36011549     8.7686     961.9   6.9643    6.039   1.091  6144 4.402    0.87525 0.050728  106.68      7.7      1.984
011493732-02 011493732 02 214.77893740 264.30450808     8.7495     742.1   5.4564    3.229   1.091  6144 4.402    0.72373 0.027122  210.29      7.3      2.901
011494130-01 011494130 01  18.95537502 147.95328640    75.0101     739.7  31.0691   12.744   2.534  6362 3.761    0.15384 0.046089    1.78     89.6    398.257
011494313-01 011494313 01 493.77116454 599.89754254     7.9487    1076.4  20.6758    2.523   0.761  5216 4.601    1.15515 0.030378  165.61      8.9      0.288
011495305-01 011495305 01   0.73121907 131.96303253    12.9208     366.2   2.2914    3.943   1.758  7493 4.126    0.01821 0.020552    1.51     13.6  26310.747
011495305-02 011495305 02   0.73121769 131.59090838    10.8646     357.8   3.0316    4.351   1.758  7493 4.126    0.01821 0.022683    1.14     12.7  26310.814
011495654-01 011495654 01 529.50147285 144.76600547    19.6582      78.5   8.0147    1.189   1.000  5780 4.438    1.28118 0.010893  137.25      6.9      0.609
011495654-02 011495654 02 717.32624344 143.10280685    11.3200     116.8   6.5489    1.190   1.000  5780 4.438    1.56859 0.010906  535.48      8.8      0.406
011497012-01 011497012 01   2.51841423 131.73666041     8.7507      72.6   5.7182    2.724   2.619  7884 3.883    0.04496 0.009531    1.51      8.9  11743.609
011497012-02 011497012 02   0.74434311 131.69199555     7.4958      38.6   7.6268    1.687   2.619  7884 3.883    0.01995 0.005905    1.03      8.1  59649.515
011498085-01 011498085 01 489.07956310 587.41445760     8.5669     742.9  16.7265    2.097   0.701  4780 4.624    1.10602 0.027417  154.17      8.4      0.188
011498661-01 011498661 01  42.09472784 153.91737144    18.7525     279.2  45.1967    2.967   0.849  5257 4.478    0.21901 0.032027    2.08     23.3     10.284
011498764-01 011498764 01   2.51516391 133.00200861     9.1595       8.4  19.7081    0.896   2.817  6572 3.743    0.04236 0.002914    1.07      4.0   7392.433
011498764-02 011498764 02   3.58104467 133.51912003    27.0627     151.4   3.3911    3.960   2.817  6572 3.743    0.05361 0.012881    4.30     23.0   4615.260
011498764-03 011498764 03   2.42125908 131.75081934     7.9196     128.2   2.1182    3.300   2.817  6572 3.743    0.04130 0.010734    7.72     20.6   7777.156
011501678-01 011501678 01 369.69475490 308.72088175     8.0751    1071.9  30.4761    5.729   0.892  5407 4.435    0.93219 0.058857   32.45      8.7      0.701
011501756-01 011501756 01 383.85360988 326.58639197     7.6463     597.5  22.2575    2.926   0.967  6102 4.475    1.04014 0.027730   53.67      7.9      1.074
011501756-02 011501756 02 327.79303690 425.94048928     8.2862     429.0  13.8363    2.179   0.967  6102 4.475    0.93623 0.020654  123.74      7.2      1.325
011501980-01 011501980 01 425.35236251 319.10936516     7.5568     112.5  32.3981    2.221   1.894  6053 3.943    1.15909 0.010746   62.24      7.2      3.211
011502003-01 011502003 01 423.24705840 247.12759680     8.9133     480.8   9.5582    2.172   0.929  6032 4.508    1.10859 0.021428  253.92      8.1      0.833
011502218-01 011502218 01   3.98853146 134.98806272    37.8979     269.3   7.3279   31.759  13.652  4813 2.472    0.00000 0.021318    1.61     20.0      0.000
011502218-02 011502218 02 535.43134368 379.36203766    22.0589     571.3   3.5393   32.017  13.652  4813 2.472    1.63041 0.021492 1122.39      8.4     33.709
011502218-03 011502218 03   3.98869609 133.02528498    18.1607      54.0   5.0036   12.226  13.652  4813 2.472    0.00000 0.008206    2.92     11.5      0.000
011506235-01 011506235 01  20.41310885 133.13226172    35.0963     774.5   6.7637    2.680   0.963  5941 4.487    0.14804 0.025507   22.94     27.9     47.229
011506336-01 011506336 01  20.03948532 149.09316232     9.0945     423.8  45.2117   23.025   5.314  4886 3.083    0.15544 0.039706    1.40     17.1    596.770
011506768-01 011506768 01   1.39515202 132.51491810     8.5109      16.5   2.9323    1.406   2.974  6845 3.720    0.02913 0.004331    1.87      7.2  20501.553
011506807-01 011506807 01  14.86025768 138.61506151   158.2296   89193.5  15.0000   28.188   0.955  5628 4.477    0.11823 0.270491    9.61     -1.0     58.651
011506807-02 011506807 02  24.62962297 156.14569918    38.7975   17651.1   3.1885   22.787   0.955  5628 4.477    0.16558 0.218660   41.12     23.5     29.902
011506807-03 011506807 03  17.49557880 145.30911367    41.8495   33125.0   2.0000   17.186   0.955  5628 4.477    0.13182 0.164912   77.56     -1.0     47.178
011506859-01 011506859 01 232.14967235 165.20750008    23.3744     152.5   4.6768    0.763   0.580  4841 4.679    0.61872 0.012060  277.29      5.7      0.432
011506938-01 011506938 01  22.57518734 150.10307359    56.9227     808.5  42.0503    6.175   1.468  6581 4.192    0.16721 0.038550    1.71     79.8    129.530
011508010-01 011508010 01   2.20442770 131.54628067     9.0121      13.7  11.2187    0.959   2.453  6712 3.828    0.03776 0.003582    1.41      5.5   7674.310
011508010-02 011508010 02 150.84455556 256.88475952    17.1930     275.1  42.5232    4.897   2.453  6712 3.828    0.63171 0.018295   11.02      8.1     27.420
011508010-03 011508010 03 140.43571602 269.78962181     8.6125     292.5  13.8979    8.125   2.453  6712 3.828    0.60230 0.030352   19.24      7.7     30.162
011508010-04 011508010 04 160.20855790 254.70019004     8.6361     253.5   9.4826    5.000   2.453  6712 3.828    0.65759 0.018677   40.11      8.5     25.304
011508010-05 011508010 05  27.04527200 144.37438812     8.1753     116.1   4.5455    3.089   2.453  6712 3.828    0.20086 0.011540   20.63      9.2    271.214
011508010-06 011508010 06 124.44107703 153.46100579     8.1055     166.3   8.4443    3.394   2.453  6712 3.828    0.55565 0.012678   81.48      7.5     35.439
011508010-07 011508010 07 414.70868782 156.63884723     7.8417     211.4   6.8845    4.122   2.453  6712 3.828    1.23972 0.015400  225.23      7.7      7.119
011508010-08 011508010 08 139.32734875 169.74704060     7.6391     142.4  19.9126    3.145   2.453  6712 3.828    0.59913 0.011749   38.27      6.8     30.483
