#        TCE       KIC PN       Period        Epoch        MES     Depth Duration  Rplanet   Rstar Tstar  logg          a RadRatio a/Rstar      SNR       Srad
#                               (Days)       (BKJD)                (ppm)  (Hours) (Rearth)  (Rsun)   (K) (cgs)       (AU)                             (Searth)
#          1         2  3            4            5          6         7        8        9      10    11    12         13      14       15       16         17
008037145-05 008037145 05 318.10688074 165.34015248     9.1343     862.6   3.3646    2.910   0.826  4963 4.501    0.84282 0.032286  386.65     10.5      0.522
008037145-06 008037145 06 458.01612368 229.14169572     9.1492     761.6   3.4473    2.491   0.826  4963 4.501    1.07466 0.027638  711.42      8.6      0.321
008037145-07 008037145 07 378.79268008 152.61719486     8.1887     555.2   4.6312    2.207   0.826  4963 4.501    0.94686 0.024480  386.57      7.5      0.414
008037213-01 008037213 01 554.56888046 288.68560515    13.4235     658.4  18.5637    2.303   0.763  6133 4.597    1.24648 0.027655  109.82     11.8      0.475
008037275-01 008037275 01 474.94814208 541.20507966     7.1966     411.6   8.0085    2.302   1.035  5659 4.370    1.15723 0.020379  302.64      5.5      0.735
008037469-01 008037469 01 423.59952541 248.88680325     9.1913     928.8  23.7656    5.218   0.907  5959 4.460    1.05214 0.052723   45.28      9.4      0.840
008037743-01 008037743 01 383.92340297 288.48648658     9.2063     462.9  17.1143    2.922   1.094  6032 4.372    1.04361 0.024475   68.58      9.9      1.303
008038175-01 008038175 01 425.00579284 232.83120900    10.2618     937.6  18.4425    2.883   0.864  5749 4.547    1.09136 0.030583  122.70     10.1      0.613
008038187-01 008038187 01 560.39378273 233.10609779     8.6798     423.1   4.5341    2.471   1.022  6257 4.454    1.36666 0.022153  454.05      7.4      0.768
008038258-01 008038258 01  86.92829917 217.08264973     7.1020     616.1  36.7416  865.040 153.870  3278 0.101    0.00000 0.051519    5.97     10.3      0.000
008038679-01 008038679 01   0.56632899 131.70911037     8.7653     354.9   2.0000    3.985   2.081  7373 4.027    0.01593 0.017550    2.27     -1.0  45174.597
008038679-02 008038679 02 313.66796829 201.64625059    17.7716    1314.1  10.8780   13.716   2.081  7373 4.027    1.07446 0.060401   78.32     14.5      9.932
008038679-03 008038679 03   2.05687895 132.22686845     7.9120      27.2   4.1486    1.253   2.081  7373 4.027    0.03764 0.005517    1.96      4.3   8091.723
008038679-04 008038679 04 174.62578566 202.77603176     8.2322     476.5   9.1979    5.622   2.081  7373 4.027    0.72714 0.024759   52.10      7.1     21.686
008038731-01 008038731 01 353.98679932 286.79160437     7.2107    1594.3  32.5106    3.976   0.796  5755 4.548    0.91544 0.045772   37.44      8.9      0.743
008038754-01 008038754 01 344.05984272 184.47611873     9.9606      56.3   4.0338    0.684   0.685  4812 4.604    0.84836 0.009149  216.03      2.4      0.313
008038754-02 008038754 02 320.64160480 206.84531161     7.1205     170.4   3.4463    1.016   0.685  4812 4.604    0.80941 0.013587  426.71      6.6      0.344
008039016-01 008039016 01 520.73738862 452.29573049    12.2072     342.0   7.9184    1.859   0.948  5297 4.409    1.19577 0.017967  378.96      5.1      0.443
008039016-02 008039016 02 599.13223777 184.47822400     9.2744     472.2  13.0419    2.135   0.948  5297 4.409    1.31296 0.020634  288.04      7.8      0.368
008039172-01 008039172 01 374.28310295 297.55482376     7.5671     664.9  34.5443    4.343   0.843  5433 4.465    0.92622 0.047214   25.75     10.3      0.647
008039595-01 008039595 01 656.49705570 216.40783756    22.7692    1993.9  35.0046    8.252   0.976  5892 4.461    1.48076 0.077483   57.52     13.0      0.469
008039892-01 008039892 01   5.00622348 133.67948859   181.3257    2551.6   5.7095    7.820   0.827  5865 4.563    0.05555 0.086655    3.03     77.1    234.940
008039892-02 008039892 02 466.48023317 486.40253744    55.4583    7061.8   4.4190    7.449   0.827  5865 4.563    1.14180 0.082546  661.69     53.5      0.556
008039892-03 008039892 03 451.45509309 496.42316247    50.1070    6925.8   4.4433    7.137   0.827  5865 4.563    1.11715 0.079086  715.06     51.1      0.581
008039892-04 008039892 04 218.21531291 313.25388764    49.9357    9113.5   3.5000    7.877   0.827  5865 4.563    0.68806 0.087290  515.68     -1.0      1.532
008040140-01 008040140 01 368.52404096 303.23515972     9.8533    1888.7  22.9343    7.852   0.958  6014 4.494    1.02075 0.075112   48.47      9.1      1.032
008040166-01 008040166 01 383.75288023 288.03280929    11.4115     986.9  16.4318    3.372   0.846  5405 4.502    0.97121 0.036528   77.78      8.8      0.580
008040202-01 008040202 01 539.99301268 287.47883781     8.0427     934.7  25.2448    3.190   0.805  5217 4.544    1.21848 0.036310   69.15      9.7      0.290
008040343-01 008040343 01 353.63425993 287.92608890    12.0403    1422.0  20.4324    7.004   0.965  5665 4.382    0.91570 0.066510   49.03     12.0      1.025
008040428-01 008040428 01 383.79374784 224.25289033     7.8756     698.0  10.8815    2.316   0.853  5815 4.532    0.99937 0.024886  238.01      8.1      0.746
008040600-01 008040600 01 519.80189097 310.63677514     8.6157     707.6  21.7099    2.947   1.058  6321 4.434    1.30992 0.025523  151.72      9.2      0.933
008041216-01 008041216 01   8.50765392 138.60157914    21.3502     148.5   3.9146    1.492   1.030  5767 4.396    0.08056 0.013275    7.80     17.0    161.997
008041216-02 008041216 02   8.50874217 132.25302284    20.3639     142.6   3.4190    1.465   1.030  5767 4.396    0.08057 0.013034    8.84     15.8    161.969
008041216-03 008041216 03   8.50742742 139.91663537    15.0722     116.3   3.6889    1.303   1.030  5767 4.396    0.08056 0.011589    8.69     14.1    162.002
008041249-01 008041249 01 426.03444873 189.18194174    35.0217    1234.1  12.4674    9.724   2.297  6947 3.895    1.27185 0.038793  117.54      2.6      6.807
008041249-02 008041249 02 585.93348694 152.22548822    26.9175     212.9   5.3169    3.623   2.297  6947 3.895    1.57291 0.014454  588.05      1.6      4.450
008041335-01 008041335 01 463.74645537 180.94658664     7.3455      72.7  15.0000    1.399   1.629  6599 4.033    1.18987 0.007869  236.87     -1.0      3.185
008042044-01 008042044 01   1.76745186 131.62701620     9.9333     102.8  11.1400    1.704   1.562  6888 4.181    0.03163 0.009999    1.20      7.6   4919.536
008042044-02 008042044 02  93.04457350 152.15545431    21.4191    1587.7   1.7507    7.212   1.562  6888 4.181    0.44423 0.042312  220.68      4.0     24.934
008042044-03 008042044 03  93.08513268 151.75770471    21.0797    6715.6  79.9872   21.657   1.562  6888 4.181    0.44436 0.127058    4.88     10.0     24.920
008042044-04 008042044 04  81.63002207 137.31203442    14.1702    3729.7   2.8122   10.273   1.562  6888 4.181    0.40712 0.060270  173.37     15.2     29.688
008042044-05 008042044 05  31.70699060 141.50777640    13.1524    2415.1   2.8663   14.069   1.562  6888 4.181    0.21673 0.082539   35.09     13.6    104.756
008042044-06 008042044 06  63.32525287 173.00293938    13.2391    3139.4   3.1917   14.600   1.562  6888 4.181    0.34372 0.085657   68.15     12.9     41.650
008042044-07 008042044 07  65.62810741 150.83140638    11.7898     216.6   9.9618    2.509   1.562  6888 4.181    0.35200 0.014722   33.27      2.1     39.713
008042044-08 008042044 08  65.90195165 136.09373535    10.9190    2008.7   2.6294    8.605   1.562  6888 4.181    0.35298 0.050484   87.86      9.9     39.493
008042044-09 008042044 09  20.62132652 132.90702704    10.1185     478.2   3.0000    3.452   1.562  6888 4.181    0.16269 0.020252   53.32     -1.0    185.908
008042789-01 008042789 01   2.31108032 132.91317610    21.6439     184.1   9.4645    2.075   0.815  5452 4.572    0.03309 0.023333    1.10     21.5    480.252
008043638-01 008043638 01   8.79625142 139.44432807    31.5852     108.3   5.2367    2.477   1.107  5433 4.302    0.08041 0.020504    2.80      9.1    147.941
008043638-02 008043638 02  17.58670293 144.93045922    26.8677      89.7   4.7572    1.169   1.107  5433 4.302    0.12762 0.009674   17.44      6.3     58.736
008043638-03 008043638 03  17.59971029 139.50624464    23.2526      84.2   8.0275    1.097   1.107  5433 4.302    0.12768 0.009083   11.62      5.1     58.678
008043714-01 008043714 01   3.40634871 133.93977907   216.1786    2235.0   5.9964    7.446   0.817  5465 4.566    0.04273 0.083514    2.08     86.7    292.203
008043714-02 008043714 02   6.81384921 132.51690771   290.8782   10317.3   2.0544   15.336   0.817  5465 4.566    0.06783 0.172019   15.52     81.1    115.935
008043882-01 008043882 01   0.77989207 132.10026094     9.1998      58.2   4.4999    0.878   1.070  5899 4.370    0.01647 0.007519    1.25     12.3   4580.200
008043882-02 008043882 02 332.91391741 295.18437831    10.1548     975.0  32.3854    3.583   1.070  5899 4.370    0.93363 0.030690   58.39      4.6      1.425
008043882-03 008043882 03 100.28280057 146.48486738     7.3740     841.0   2.4837    5.986   1.070  5899 4.370    0.41954 0.051267  101.30      7.9      7.057
008043968-01 008043968 01   1.55980411 132.88543022    12.3321      74.6   5.1184    1.064   0.863  5764 4.548    0.02597 0.011297    1.12     12.5   1092.372
008043968-02 008043968 02   1.55976951 132.14802208     9.7790      36.7   8.9651    0.522   0.863  5764 4.548    0.02597 0.005548    1.44      9.7   1092.405
008044016-01 008044016 01   1.55989935 132.85826522     8.6074      22.0   4.9786    0.643   1.190  6614 4.348    0.02759 0.004953    1.47      7.5   3188.994
008044075-01 008044075 01   1.56790906 133.03742413     7.7335      15.4   4.9850    0.956   1.968  6664 4.012    0.02992 0.004451    1.23      6.9   7645.805
008044516-01 008044516 01 549.73310829 155.95865126    14.2345    1343.8   2.4552    2.559   0.699  4755 4.602    1.17341 0.033552 1588.23      7.6      0.163
008044516-02 008044516 02 500.36586512 152.36007085    13.8345    1775.6   1.5850    2.941   0.699  4755 4.602    1.10206 0.038558 2299.27      8.4      0.184
008044516-03 008044516 03 267.84192589 285.92076305    12.1885    1328.6   3.7452    2.763   0.699  4755 4.602    0.72655 0.036223  399.07      6.8      0.424
008044516-04 008044516 04 497.58138483 269.38211354    10.1993    1065.0   3.6902    2.508   0.699  4755 4.602    1.09797 0.032875  718.16      6.5      0.186
008044516-05 008044516 05 638.08558928 136.25157974    16.4894     828.2   7.5000    1.936   0.699  4755 4.602    1.29599 0.025376  663.26     -1.0      0.133
008044608-01 008044608 01 526.89791894 150.68046770  2567.7192  165405.0  10.4194   65.088   1.141  6038 4.254    1.21071 0.522755  487.26   2127.0      1.058
008044608-02 008044608 02 336.39896239 447.35609837  2004.2744   98302.8   9.8369   36.681   1.141  6038 4.254    0.89769 0.294606  321.17    945.0      1.924
008044608-03 008044608 03 428.42387163 457.52620237  1566.5055  165338.3  10.4218   61.376   1.141  6038 4.254    1.05472 0.492948  394.29   1901.1      1.394
008044608-04 008044608 04 420.71668889 150.69018243  1455.0728  165067.3  10.3971   54.766   1.141  6038 4.254    1.04203 0.439858  386.38   1898.9      1.428
008044608-05 008044608 05 224.26460400 201.31737093   730.2601   24616.2   9.1032   30.600   1.141  6038 4.254    0.68506 0.245765  141.07    621.7      3.304
008044608-06 008044608 06 479.65116029 229.35033594   506.3864   24502.8   9.0752   22.052   1.141  6038 4.254    1.13720 0.177108  316.03    514.1      1.199
008044889-01 008044889 01   0.80312169 132.22931072     7.7827      34.4   2.1664    2.081   3.048  7884 3.747    0.02092 0.006258    1.58      8.0  73482.228
008045287-01 008045287 01 514.69280795 278.76653490     8.3339     462.9   3.8970    4.324   1.969  5057 3.837    1.24516 0.020123  868.02      6.8      1.465
008045293-01 008045293 01 359.33157846 361.72192866     7.7391     576.6  12.2555    4.990   1.675  5968 3.994    0.99244 0.027299   90.75     12.4      3.238
008045482-01 008045482 01   1.86339808 132.99330775     9.7581      11.4  17.1189    0.653   1.880  6534 4.034    0.03311 0.003182    1.06      5.0   5263.911
008046010-01 008046010 01   0.52421594 131.50875424     8.4994     138.0   2.2267    2.361   1.726  7392 4.139    0.01456 0.012534    1.26      8.2  37608.765
008046934-01 008046934 01   0.54760955 131.52893072     9.0576       5.3   3.3177    0.433   1.759  7281 4.125    0.01501 0.002254    1.23      3.8  34557.396
008047283-01 008047283 01   0.77526793 131.99146986   309.3853    2534.6   3.6767    8.210   0.865  5861 4.546    0.01629 0.086984    1.24    120.1   2979.817
008052016-01 008052016 01   2.60548807 131.56207772     7.2632      80.7   9.0000    1.791   1.989  6212 3.897    0.03870 0.008251    2.30     -1.0   3524.178
008052016-02 008052016 02 343.94642181 371.90347258     9.1114     378.1   5.9748    4.951   1.989  6212 3.897    1.00334 0.022812  149.14      8.0      5.243
008052016-03 008052016 03 301.60325742 416.79765752     9.1376     312.0   4.8803    3.915   1.989  6212 3.897    0.91920 0.018038  285.98      6.3      6.247
008052474-01 008052474 01 462.57406899 551.89005983   313.2738   11155.9  14.3605   16.158   0.990  5637 4.383    1.11491 0.149565  154.72    360.2      0.713
008052474-02 008052474 02 302.67575455 191.90976355   129.8929    4353.1   9.1372   12.169   0.990  5637 4.383    0.84031 0.112641  123.45     88.9      1.256
008052474-03 008052474 03 542.79868607 502.89628086   246.2218   11243.2  14.3123   17.155   0.990  5637 4.383    1.24036 0.158795  181.00    302.3      0.576
008052474-04 008052474 04 449.65860903 291.89639708   197.5527    4565.0  10.7484   12.436   0.990  5637 4.383    1.09406 0.115118  157.71     89.9      0.741
008053552-01 008053552 01 207.46361329 334.02141049    79.5051   13281.4   2.5000   10.330   0.901  5631 4.410    0.62634 0.105070  697.70     -1.0      1.864
008053552-02 008053552 02 414.95514097 511.99963290    72.4815   11903.9   3.6847   13.554   0.901  5631 4.410    0.99429 0.137852  560.68     83.2      0.740
008053552-03 008053552 03 232.92060963 203.27577704    65.2896   10819.0   3.0000    9.318   0.901  5631 4.410    0.67658 0.094772  646.63     -1.0      1.598
008056286-01 008056286 01   2.88064940 133.62633156     8.5969      40.6   8.1799    2.777   3.711  6343 3.517    0.04685 0.006858    1.52      9.6   9100.808
008056286-02 008056286 02   2.87978813 132.91220998    10.7693      24.9  12.2667    2.165   3.711  6343 3.517    0.04684 0.005347    1.24      6.7   9104.437
008056286-03 008056286 03 621.73724234 265.02902950    19.0444    1133.6  43.5225   23.568   3.711  6343 3.517    1.68563 0.058199   37.79     15.7      7.030
008056286-04 008056286 04  81.91643085 183.22369275     8.3749     234.3   6.1672    6.419   3.711  6343 3.517    0.43645 0.015852   56.80      7.6    104.851
008056286-05 008056286 05 201.82237432 222.78929911     8.4558     325.1  11.8008    8.139   3.711  6343 3.517    0.79617 0.020099   52.49      9.1     31.509
008056286-06 008056286 06 180.60425936 180.90368329     8.1902     293.7   7.8475    7.320   3.711  6343 3.517    0.73934 0.018077   90.54      7.8     36.540
008056286-07 008056286 07 195.60910489 149.53624780     8.0348     243.2  11.6549    6.663   3.711  6343 3.517    0.77974 0.016454   65.45      7.6     32.851
008056286-08 008056286 08  88.51925921 214.90756711     7.2298     181.1   7.2004    5.585   3.711  6343 3.517    0.45960 0.013792   55.04      6.3     94.555
008056313-01 008056313 01 358.04863727 170.95793678   496.1597       0.3  75.6630    0.047   0.933  6946 4.501    0.98911 0.000466   36.15      0.0      1.856
008056337-01 008056337 01   0.86567160 131.75752608    11.6459     352.9   2.2193    2.726   1.229  6240 4.329    0.01876 0.020330    1.70     13.5   5828.137
008056337-02 008056337 02   0.51939229 131.76897424    14.1473     408.8   1.6222    2.933   1.229  6240 4.329    0.01335 0.021867    1.51     14.5  11517.016
008056337-03 008056337 03   0.51940227 131.59131706    13.0300     342.9   1.7678    2.701   1.229  6240 4.329    0.01335 0.020143    1.41     13.4  11516.721
008056665-01 008056665 01 324.09698086 288.28904853    31.8973      42.0   8.9688    1.304   1.790  6688 4.062    1.02027 0.006678  151.55      2.8      5.518
008056665-02 008056665 02 400.48912477 527.78979347    24.4149     292.1  10.8491    3.541   1.790  6688 4.062    1.17488 0.018129  138.80     23.8      4.161
008056665-03 008056665 03 400.51470971 381.32095483    23.7688     306.8  11.5896    3.893   1.790  6688 4.062    1.17493 0.019932   94.25     22.4      4.161
008056665-04 008056665 04 543.33999908 276.56306961    23.1929     443.9   6.7780    4.182   1.790  6688 4.062    1.43984 0.021408  380.42     25.0      2.770
008056665-05 008056665 05 411.61039130 285.53489795    22.5421     300.4  10.2855    3.335   1.790  6688 4.062    1.19653 0.017076  220.56     21.7      4.012
008056665-06 008056665 06 391.07979074 484.16577211    22.5204     393.7   8.9967    4.422   1.790  6688 4.062    1.15640 0.022640  120.18     23.8      4.295
008056665-07 008056665 07 666.26120398 200.28332534    20.9484     301.4  10.8356    3.657   1.790  6688 4.062    1.64954 0.018723  213.36     22.0      2.111
008056665-08 008056665 08 558.56498495 454.37826977    19.4717     262.0   9.0000    2.920   1.790  6688 4.062    1.46661 0.014948  478.87     -1.0      2.670
008056853-01 008056853 01   1.67157502 132.79040506     7.6324      32.8   6.7864    0.508   0.712  4429 4.581    0.02453 0.006536    1.26      8.1    290.359
008056853-02 008056853 02 478.10026737 565.13537556    11.4248     553.5   8.9036    1.984   0.712  4429 4.581    1.06503 0.025532  229.42      8.9      0.154
008056853-03 008056853 03 169.27431916 248.15630235    11.3960     597.8  10.5905    1.817   0.712  4429 4.581    0.53302 0.023391   96.75      7.2      0.615
008056861-01 008056861 01   0.56383701 131.81579800     7.6071      60.1   1.9587    1.633   1.832  9454 4.244    0.01724 0.008169    1.38      9.0  80866.555
008057661-01 008057661 01   0.81667978 132.23876341     7.6920      26.4   2.6624    1.845   3.092  8450 3.763    0.02162 0.005467    1.41      8.1  93413.957
008058082-01 008058082 01   5.17992377 137.03929770     9.3044       0.0  14.1105    0.005   2.202  6032 3.808    0.06116 0.000022    1.49      0.0   1537.636
008058082-02 008058082 02   2.58898331 133.05807495     9.9248      23.1  24.0299    1.089   2.202  6032 3.808    0.03852 0.004533    1.06      5.3   3876.551
008058127-01 008058127 01   0.72589216 131.87162891    10.7768     140.9   1.3499    3.338   2.785  7231 3.771    0.01876 0.010983    4.19      8.8  54001.827
008058127-02 008058127 02   0.72587771 132.23294751    10.3479     119.3   4.6685    3.556   2.785  7231 3.771    0.01876 0.011702    1.09     11.8  54003.260
008073891-01 008073891 01 496.00648494 484.70102533     7.2416     513.2   3.5468    2.750   1.074  5814 4.284    1.14294 0.023467  625.22      8.9      0.904
008074287-01 008074287 01 411.47413485 463.80351295    16.6221    1101.1   6.3387    3.074   0.929  5720 4.428    1.02314 0.030319  499.57      5.8      0.791
008074287-02 008074287 02 501.25964545 336.19988455    18.1839    1306.6   2.5115    3.561   0.929  5720 4.428    1.16703 0.035125 1212.49      7.1      0.608
008074287-03 008074287 03 481.70884096 591.89399902    14.8912    1646.6   2.5934    3.903   0.929  5720 4.428    1.13649 0.038500 1239.64      8.7      0.641
008074287-04 008074287 04 651.73290802 141.79877634    14.2333    1585.6   5.1979    3.913   0.929  5720 4.428    1.39023 0.038597  764.41      8.1      0.428
008074561-01 008074561 01 581.56809955 391.18987158     7.3999     261.5  19.0550    1.868   1.033  6067 4.421    1.37562 0.016572  139.54      7.8      0.685
008074805-01 008074805 01 485.44685715 444.48466362   484.8620   29668.8  17.2194   24.435   1.324  5989 4.221    1.23419 0.169129  202.78    530.0      1.327
008074805-02 008074805 02 409.22041478 273.62348033   392.4451    9900.1  17.0261   23.613   1.324  5989 4.221    1.10136 0.163435  109.19     59.4      1.666
008074805-03 008074805 03 397.50106170 511.97608154   347.4666   30025.4  17.1191   24.599   1.324  5989 4.221    1.08023 0.170260  166.99    426.2      1.732
008074805-04 008074805 04 619.13056821 234.43086470    27.7168     858.5  13.6912    4.698   1.324  5989 4.221    1.45148 0.032518  159.98     14.9      0.959
008074805-05 008074805 05 378.82124581 330.88440429    22.5395    1049.3  13.4864    4.900   1.324  5989 4.221    1.04611 0.033915  124.36     19.7      1.846
008074805-06 008074805 06 580.05772263 160.02160011    19.2579     982.1  12.5107    4.631   1.324  5989 4.221    1.38975 0.032056  224.04     19.5      1.046
008074805-07 008074805 07 400.03406195 501.75631797    16.4354     967.2  13.9875    5.062   1.324  5989 4.221    1.08481 0.035033   97.48     17.5      1.717
008075073-01 008075073 01 503.09656874 405.42675494     7.2454     398.3   5.5243    2.335   1.008  5763 4.443    1.24960 0.021225  372.13      5.9      0.643
008075618-01 008075618 01   1.75602657 132.52611678   300.1134     382.3  21.0723    2.345   0.832  5487 4.563    0.02774 0.025828    1.01     18.7    730.480
008075991-01 008075991 01 477.95380854 460.08529037     8.4417     925.7   6.5023    1.657   0.522  3878 4.744    0.98115 0.029090  462.28      6.2      0.057
008076311-01 008076311 01 488.92660173 438.45263338     7.2759     383.0   5.1074    2.363   1.108  6355 4.410    1.27317 0.019544  495.78      7.8      1.107
008076311-02 008076311 02 513.68857086 389.50288967     7.5156     254.5  16.2891    1.883   1.108  6355 4.410    1.31580 0.015576  180.54      7.2      1.036
008076630-01 008076630 01   1.72319365 132.25254984     8.6870      76.2   1.8193    0.721   0.688  5506 4.596    0.02475 0.009610    3.21     10.2    636.091
008076630-02 008076630 02   0.86159415 131.79390816    14.5919      74.5   1.9235    0.702   0.688  5506 4.596    0.01559 0.009351    1.82     14.9   1602.856
008076630-03 008076630 03   1.72316136 133.11945249     8.3909      54.7   1.7491    0.597   0.688  5506 4.596    0.02475 0.007954    3.66      7.7    636.107
008076634-01 008076634 01 397.11971549 226.05843506     8.7109    1276.2   3.7129    2.939   0.779  5459 4.590    1.00617 0.034569  647.67      6.0      0.477
008076634-02 008076634 02 454.52697534 348.12705317    10.2241    1363.5   6.3954    2.888   0.779  5459 4.590    1.10094 0.033977  517.38      8.2      0.398
008076634-03 008076634 03 545.38554849 483.43763383     8.3583    1262.3   7.1441    2.930   0.779  5459 4.590    1.24315 0.034463  457.20      6.2      0.312
008076727-01 008076727 01 446.37181249 396.49786260     7.1561     126.4  15.1747    2.238   1.838  6397 4.020    1.24468 0.011157  153.95      6.9      3.272
008076896-01 008076896 01 500.52545437 479.52590815     7.4276     188.8   3.9386    2.471   1.708  6366 4.049    1.30810 0.013258  772.33      6.6      2.509
008076905-01 008076905 01   0.83626184 131.54855444    47.4609     332.9   1.3577    1.223   0.539  4285 4.699    0.01406 0.020787    2.24     20.4    443.916
008078425-01 008078425 01 547.53525068 273.10482695     8.6782     854.4   3.8844    3.516   1.008  5904 4.447    1.32621 0.031964  532.85      8.6      0.629
008081187-01 008081187 01 260.34932859 333.25108954     9.2459     296.2   6.6610   38.255  19.530  4907 2.410    1.22050 0.017950  178.82      9.3    133.010
008081187-02 008081187 02 519.70896333 482.57234901     9.4015     304.0   7.8929   39.060  19.530  4907 2.410    1.93496 0.018328  294.13      9.5     52.919
008081187-03 008081187 03 602.23180098 288.12360209     7.8135     291.1   6.8077   34.915  19.530  4907 2.410    2.13472 0.016383  525.98      8.8     43.479
008081187-04 008081187 04 494.00926321 583.03315787     7.7262     257.5   9.8796   30.772  19.530  4907 2.410    1.87063 0.014439  364.61      9.0     56.621
008081389-01 008081389 01   1.48945727 131.56548331 11045.6143  145064.4   3.5000   62.819   1.620  6962 4.148    0.02819 0.355353    4.47     -1.0   6952.426
008081482-01 008081482 01   1.40988690 132.92373066   740.3060    1206.8   6.9799    4.520   1.074  5767 4.330    0.02376 0.038566    1.22     39.4   2025.123
008081482-02 008081482 02   1.40976641 132.42369283   317.1911   16453.9   3.5000   13.687   1.074  5767 4.330    0.02376 0.116782    3.49     -1.0   2025.353
008081802-01 008081802 01 426.03947070 449.48157678     7.9448     295.9  33.5571    1.562   0.866  5718 4.527    1.07814 0.016524   77.07     10.8      0.618
008082001-01 008082001 01   3.16822497 134.00096844    15.4497     126.1   5.6127    1.768   1.030  6108 4.466    0.04400 0.015728    1.40     13.5    683.325
008082382-01 008082382 01   0.94445374 131.95659179    10.2553      63.1   6.3128    1.228   1.323  6532 4.201    0.01893 0.008507    1.08      4.7   7965.469
008082478-01 008082478 01   1.14741555 131.70036060     8.7926      37.7   2.8384    2.525   3.522  7367 3.598    0.02606 0.006570    1.68      9.0  48189.855
008085011-01 008085011 01 613.33084657 199.40418902     7.8255     214.8  18.9308    1.279   0.822  5712 4.564    1.36587 0.014261  185.81      8.5      0.345
008085273-01 008085273 01   0.58672651 131.63472629     8.9887      23.6   2.6388    1.157   2.067  7336 4.032    0.01630 0.005131    1.22      7.7  41723.206
008085273-02 008085273 02 116.32040330 220.21327704     8.0602     653.4   2.0000    5.368   2.067  7336 4.032    0.55424 0.023801  452.71     -1.0     36.093
008086490-01 008086490 01   2.00182305 131.50758823     8.5864      80.8   6.0000    2.517   2.765  7693 3.869    0.03958 0.008342    2.63     -1.0  15316.979
008086490-02 008086490 02   2.00174950 132.53091368     9.4154     170.1   8.6989    4.766   2.765  7693 3.869    0.03958 0.015797    1.09     11.2  15317.730
008086729-01 008086729 01 523.79673288 370.29943029    13.0497     419.4   5.5827    1.471   0.632  4191 4.638    1.09215 0.021327  438.36      6.9      0.093
008087269-01 008087269 01   0.62590197 132.03192801     9.2292       0.0   1.3396    0.020   4.909 11053 3.603    0.00000 0.000036    1.88      0.0      0.000
008087649-01 008087649 01   0.57670885 131.94475125    14.0871     306.6   2.0717    3.423   1.797  7292 4.111    0.01560 0.017454    1.69      4.3  33628.246
008087649-02 008087649 02  24.44132269 135.02705065    11.8488    7317.4   2.6544   26.072   1.797  7292 4.111    0.18959 0.132957   38.63      9.2    227.587
008088198-01 008088198 01 517.51424665 315.07320467    10.6110    1233.7   4.2994   84.763  17.830  5013 2.461    1.88834 0.043565  380.79      6.6     50.446
008088354-01 008088354 01  14.48878505 136.89135935  2599.3076      36.3   3.9155    1.327   1.077  6318 4.366    0.11566 0.011293    4.42      0.7    123.779
008088354-02 008088354 02   1.44947321 132.09205901  2285.7582    1548.2   1.6005    8.082   1.077  6318 4.366    0.02493 0.068769    2.80     81.2   2665.281
008088354-03 008088354 03   2.89786061 133.35341981   721.8601   13647.8   6.0000   12.649   1.077  6318 4.366    0.03956 0.107625    4.12     -1.0   1058.246
008090038-01 008090038 01 428.61243881 159.37733011     7.4405     583.2   1.2073    2.261   0.849  5776 4.554    1.09063 0.024410 1928.30      1.9      0.604
008091404-01 008091404 01 369.72241795 332.07584911     9.6733    3257.3  36.1467    7.365   1.000  5780 4.438    1.00836 0.067489   39.12     10.0      0.983
008091423-01 008091423 01 314.51876372 231.17070361    15.6683     266.5  15.9176  474.300 123.724  3481 0.462    1.06275 0.035130   40.37      9.4   1782.999
008091579-01 008091579 01 331.37263233 163.96625070    22.4750     414.7  26.9126  698.273 148.390  3284 0.184    1.00349 0.043123   27.94     13.9   2278.704
008091724-01 008091724 01 368.75887547 370.62256564    13.5242    1061.7  21.1452    2.939   0.889  6089 4.527    0.99646 0.030297  128.29     11.3      0.980
008091724-02 008091724 02 488.53570934 214.34422970     7.4668     667.6  13.0281    2.458   0.889  6089 4.527    1.20198 0.025339  213.67      7.0      0.674
008091757-01 008091757 01 367.40393584 197.03812403     9.3141     161.9   8.0457    2.717   1.970  5855 3.926    1.06521 0.012637  239.42      3.8      3.601
008091881-01 008091881 01 370.63750483 331.73274585     8.0725     916.6  11.0183    2.352   0.753  5339 4.566    0.92227 0.028621  218.98      8.2      0.485
008091967-01 008091967 01 291.40684728 217.97490394     9.0404     186.8  17.7650    3.001   2.064  5539 3.795    0.85147 0.013325   93.10      6.8      4.956
008092039-01 008092039 01 369.17925427 332.82591697    10.7328     819.3  10.6377    3.187   0.851  5824 4.552    0.98736 0.034319   99.34     11.5      0.766
008092189-01 008092189 01 360.63546307 375.27693454     7.4194     332.2  14.9340    1.620   0.820  5547 4.571    0.96224 0.018102  128.24      6.8      0.616
008092327-01 008092327 01 365.01536905 348.03571160     7.1156     389.0  50.1811    4.024   1.058  6321 4.434    1.03489 0.034858   14.97      7.8      1.495
008092454-01 008092454 01 670.01613728 148.81877078     8.3818     435.6  15.6745    3.584   1.629  5161 3.982    1.46229 0.020162  251.71      6.6      0.789
008093165-01 008093165 01 352.65582416 365.58217877     7.7124    2109.4  21.9718  369.688  85.715  3561 0.650    1.03745 0.039524  122.20      9.1    983.449
